name	taxonomy_id	taxonomy_lvl	SRR15276518_genus_filtered.bracken_num	SRR15276518_genus_filtered.bracken_frac	SRR15276519_genus_filtered.bracken_num	SRR15276519_genus_filtered.bracken_frac	SRR15276520_genus_filtered.bracken_num	SRR15276520_genus_filtered.bracken_frac	SRR15276521_genus_filtered.bracken_num	SRR15276521_genus_filtered.bracken_frac	SRR15276522_genus_filtered.bracken_num	SRR15276522_genus_filtered.bracken_frac	SRR15276523_genus_filtered.bracken_num	SRR15276523_genus_filtered.bracken_frac	SRR15276524_genus_filtered.bracken_num	SRR15276524_genus_filtered.bracken_frac	SRR15276525_genus_filtered.bracken_num	SRR15276525_genus_filtered.bracken_frac	SRR15276526_genus_filtered.bracken_num	SRR15276526_genus_filtered.bracken_frac	SRR15276527_genus_filtered.bracken_num	SRR15276527_genus_filtered.bracken_frac	SRR15276528_genus_filtered.bracken_num	SRR15276528_genus_filtered.bracken_frac	SRR15276529_genus_filtered.bracken_num	SRR15276529_genus_filtered.bracken_frac	SRR15276530_genus_filtered.bracken_num	SRR15276530_genus_filtered.bracken_frac	SRR15276531_genus_filtered.bracken_num	SRR15276531_genus_filtered.bracken_frac	SRR15276532_genus_filtered.bracken_num	SRR15276532_genus_filtered.bracken_frac	SRR15276533_genus_filtered.bracken_num	SRR15276533_genus_filtered.bracken_frac	SRR15276534_genus_filtered.bracken_num	SRR15276534_genus_filtered.bracken_frac	SRR15276535_genus_filtered.bracken_num	SRR15276535_genus_filtered.bracken_frac	SRR15276536_genus_filtered.bracken_num	SRR15276536_genus_filtered.bracken_frac	SRR15276537_genus_filtered.bracken_num	SRR15276537_genus_filtered.bracken_frac	SRR15276538_genus_filtered.bracken_num	SRR15276538_genus_filtered.bracken_frac	SRR15276539_genus_filtered.bracken_num	SRR15276539_genus_filtered.bracken_frac	SRR15276540_genus_filtered.bracken_num	SRR15276540_genus_filtered.bracken_frac	SRR15276541_genus_filtered.bracken_num	SRR15276541_genus_filtered.bracken_frac	SRR15276542_genus_filtered.bracken_num	SRR15276542_genus_filtered.bracken_frac	SRR15276543_genus_filtered.bracken_num	SRR15276543_genus_filtered.bracken_frac	SRR15276544_genus_filtered.bracken_num	SRR15276544_genus_filtered.bracken_frac	SRR15276545_genus_filtered.bracken_num	SRR15276545_genus_filtered.bracken_frac	SRR15276546_genus_filtered.bracken_num	SRR15276546_genus_filtered.bracken_frac	SRR15276547_genus_filtered.bracken_num	SRR15276547_genus_filtered.bracken_frac
Pantoea	53335	G	0	0.00000	1058	0.00010	0	0.00000	1280	0.00016	0	0.00000	1724	0.00032	2019	0.00040	0	0.00000	0	0.00000	0	0.00000	1613	0.00124	2509	0.00059	0	0.00000	0	0.00000	2264	0.00037	0	0.00000	1487	0.00047	5587	0.00086	1706	0.00041	1411	0.00055	17898	0.00326	1326	0.00026	1811	0.00220	5752	0.00216	0	0.00000	3489	0.00048	1495	0.00064	5797	0.00114	2318	0.00252	2619	0.00065
Corynebacterium	1716	G	0	0.00000	0	0.00000	29596	0.00796	0	0.00000	0	0.00000	0	0.00000	1721	0.00034	3910	0.00317	5925	0.00326	0	0.00000	2248	0.00173	16123	0.00382	2560	0.00137	6246	0.00349	44665	0.00728	4982	0.00331	16740	0.00524	1871	0.00029	2653	0.00064	5618	0.00220	0	0.00000	0	0.00000	2090	0.00254	0	0.00000	0	0.00000	0	0.00000	1709	0.00073	0	0.00000	0	0.00000	0	0.00000
Amycolatopsis	1813	G	0	0.00000	0	0.00000	24353	0.00655	0	0.00000	0	0.00000	0	0.00000	1637	0.00033	3709	0.00300	5522	0.00303	0	0.00000	2010	0.00154	13985	0.00332	2229	0.00119	5381	0.00301	38305	0.00624	4324	0.00288	14438	0.00452	1675	0.00026	2071	0.00050	4895	0.00191	0	0.00000	0	0.00000	1872	0.00227	0	0.00000	0	0.00000	0	0.00000	1453	0.00062	0	0.00000	0	0.00000	0	0.00000
Nocardioides	1839	G	0	0.00000	0	0.00000	23734	0.00639	0	0.00000	0	0.00000	0	0.00000	1512	0.00030	3375	0.00273	5179	0.00285	0	0.00000	1815	0.00139	13734	0.00326	2095	0.00112	5405	0.00302	38506	0.00628	4228	0.00281	14181	0.00444	1477	0.00023	2054	0.00050	4794	0.00187	0	0.00000	1260	0.00025	1752	0.00213	0	0.00000	0	0.00000	0	0.00000	1313	0.00056	0	0.00000	0	0.00000	0	0.00000
Cellulomonas	1707	G	0	0.00000	0	0.00000	16596	0.00447	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2217	0.00180	3286	0.00181	0	0.00000	1248	0.00096	10040	0.00238	1896	0.00102	4287	0.00239	28410	0.00463	3340	0.00222	10256	0.00321	0	0.00000	1551	0.00037	3644	0.00142	0	0.00000	1753	0.00035	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudonocardia	1847	G	0	0.00000	0	0.00000	16062	0.00432	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2199	0.00178	3544	0.00195	0	0.00000	1265	0.00097	9256	0.00219	1434	0.00077	3589	0.00200	26141	0.00426	2860	0.00190	9623	0.00301	0	0.00000	1423	0.00034	3287	0.00128	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Tsukamurella	2060	G	0	0.00000	0	0.00000	15169	0.00408	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2190	0.00177	3473	0.00191	0	0.00000	1202	0.00092	8369	0.00198	1369	0.00073	3284	0.00183	23919	0.00390	2539	0.00169	8598	0.00269	0	0.00000	1325	0.00032	2888	0.00113	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Dietzia	37914	G	0	0.00000	0	0.00000	14254	0.00384	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1930	0.00156	3064	0.00168	0	0.00000	0	0.00000	8424	0.00200	0	0.00000	3086	0.00172	23226	0.00379	2353	0.00156	7979	0.00250	0	0.00000	0	0.00000	2926	0.00114	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Micromonospora	1873	G	0	0.00000	0	0.00000	13801	0.00371	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1861	0.00151	2918	0.00160	0	0.00000	1118	0.00086	7505	0.00178	0	0.00000	2908	0.00162	21030	0.00343	2443	0.00162	8160	0.00256	0	0.00000	0	0.00000	2739	0.00107	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycolicibacter	1073531	G	0	0.00000	0	0.00000	11704	0.00315	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1592	0.00129	2542	0.00140	0	0.00000	0	0.00000	6222	0.00147	0	0.00000	2471	0.00138	16861	0.00275	1674	0.00111	6274	0.00197	0	0.00000	0	0.00000	2107	0.00082	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Arthrobacter	1663	G	0	0.00000	0	0.00000	11498	0.00309	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1625	0.00132	2633	0.00145	0	0.00000	0	0.00000	6906	0.00164	0	0.00000	2617	0.00146	17996	0.00293	2014	0.00134	7098	0.00222	0	0.00000	0	0.00000	2337	0.00091	0	0.00000	3333	0.00066	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Agromyces	33877	G	0	0.00000	0	0.00000	8989	0.00242	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1281	0.00104	1942	0.00107	0	0.00000	0	0.00000	5174	0.00123	0	0.00000	2384	0.00133	15220	0.00248	1671	0.00111	5383	0.00169	0	0.00000	0	0.00000	2017	0.00079	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycobacteroides	670516	G	0	0.00000	0	0.00000	8943	0.00241	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1889	0.00104	0	0.00000	0	0.00000	5030	0.00119	0	0.00000	1931	0.00108	13620	0.00222	1443	0.00096	5174	0.00162	0	0.00000	0	0.00000	1645	0.00064	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Tomitella	741759	G	0	0.00000	0	0.00000	7642	0.00206	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1621	0.00089	0	0.00000	0	0.00000	4134	0.00098	0	0.00000	1604	0.00090	11796	0.00192	1227	0.00082	4345	0.00136	0	0.00000	0	0.00000	1395	0.00055	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Burkholderia	32008	G	0	0.00000	0	0.00000	7479	0.00201	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2022	0.00111	0	0.00000	0	0.00000	4506	0.00107	0	0.00000	1882	0.00105	11889	0.00194	1517	0.00101	4459	0.00140	0	0.00000	0	0.00000	1689	0.00066	0	0.00000	1969	0.00039	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Brevibacterium	1696	G	0	0.00000	0	0.00000	6553	0.00176	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1312	0.00072	0	0.00000	0	0.00000	4088	0.00097	0	0.00000	1765	0.00099	11223	0.00183	0	0.00000	4266	0.00134	0	0.00000	0	0.00000	1523	0.00060	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bradyrhizobium	374	G	0	0.00000	0	0.00000	6208	0.00167	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1572	0.00086	0	0.00000	0	0.00000	3631	0.00086	0	0.00000	1451	0.00081	9199	0.00150	1224	0.00081	3743	0.00117	0	0.00000	0	0.00000	1355	0.00053	0	0.00000	1186	0.00023	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Actinoplanes	1865	G	0	0.00000	0	0.00000	6156	0.00166	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1237	0.00068	0	0.00000	0	0.00000	3550	0.00084	0	0.00000	1413	0.00079	9979	0.00163	0	0.00000	3598	0.00113	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Actinomadura	1988	G	0	0.00000	0	0.00000	5752	0.00155	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1387	0.00076	0	0.00000	0	0.00000	3428	0.00081	0	0.00000	1343	0.00075	9445	0.00154	0	0.00000	3502	0.00110	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Saccharopolyspora	1835	G	0	0.00000	0	0.00000	5725	0.00154	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1366	0.00075	0	0.00000	0	0.00000	3278	0.00078	0	0.00000	0	0.00000	9232	0.00150	0	0.00000	3490	0.00109	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingomonas	13687	G	0	0.00000	0	0.00000	5314	0.00143	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1383	0.00076	0	0.00000	0	0.00000	3217	0.00076	0	0.00000	0	0.00000	8002	0.00130	0	0.00000	3413	0.00107	0	0.00000	0	0.00000	0	0.00000	0	0.00000	5647	0.00111	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Brachybacterium	43668	G	0	0.00000	0	0.00000	4859	0.00131	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2905	0.00069	0	0.00000	0	0.00000	8109	0.00132	0	0.00000	2944	0.00092	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aeromicrobium	2040	G	0	0.00000	0	0.00000	4538	0.00122	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1087	0.00060	0	0.00000	0	0.00000	2800	0.00066	0	0.00000	0	0.00000	7386	0.00120	0	0.00000	2645	0.00083	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rathayibacter	33886	G	0	0.00000	0	0.00000	4452	0.00120	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2493	0.00059	0	0.00000	0	0.00000	7395	0.00121	0	0.00000	2709	0.00085	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Saccharomonospora	1851	G	0	0.00000	0	0.00000	4430	0.00119	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2576	0.00061	0	0.00000	0	0.00000	7147	0.00117	0	0.00000	2616	0.00082	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cellulosimicrobium	157920	G	0	0.00000	0	0.00000	4084	0.00110	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2287	0.00054	0	0.00000	0	0.00000	6743	0.00110	0	0.00000	2485	0.00078	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Agrococcus	46352	G	0	0.00000	0	0.00000	4017	0.00108	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2177	0.00052	0	0.00000	0	0.00000	6582	0.00107	0	0.00000	2435	0.00076	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Kutzneria	43356	G	0	0.00000	0	0.00000	3846	0.00104	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2176	0.00052	0	0.00000	0	0.00000	6410	0.00104	0	0.00000	2482	0.00078	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Leucobacter	55968	G	0	0.00000	0	0.00000	3661	0.00099	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2197	0.00052	0	0.00000	0	0.00000	5926	0.00097	0	0.00000	2067	0.00065	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Janibacter	53457	G	0	0.00000	0	0.00000	3122	0.00084	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1976	0.00047	0	0.00000	0	0.00000	5287	0.00086	0	0.00000	1893	0.00059	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycolicibacillus	2126281	G	0	0.00000	0	0.00000	3084	0.00083	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1552	0.00037	0	0.00000	0	0.00000	4594	0.00075	0	0.00000	1611	0.00050	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nocardiopsis	2013	G	0	0.00000	0	0.00000	2880	0.00078	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1563	0.00037	0	0.00000	0	0.00000	4437	0.00072	0	0.00000	1710	0.00054	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Saccharothrix	2071	G	0	0.00000	0	0.00000	2868	0.00077	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1621	0.00038	0	0.00000	0	0.00000	4306	0.00070	0	0.00000	1573	0.00049	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mesorhizobium	68287	G	0	0.00000	0	0.00000	2830	0.00076	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1545	0.00037	0	0.00000	0	0.00000	4214	0.00069	0	0.00000	1753	0.00055	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Paraburkholderia	1822464	G	0	0.00000	0	0.00000	2823	0.00076	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1758	0.00042	0	0.00000	0	0.00000	4421	0.00072	0	0.00000	1923	0.00060	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Methylobacterium	407	G	0	0.00000	0	0.00000	2761	0.00074	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1681	0.00040	0	0.00000	0	0.00000	4338	0.00071	0	0.00000	1791	0.00056	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2188	0.00043	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Skermania	59613	G	0	0.00000	0	0.00000	2705	0.00073	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1386	0.00033	0	0.00000	0	0.00000	3990	0.00065	0	0.00000	1489	0.00047	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Clavibacter	1573	G	0	0.00000	0	0.00000	2632	0.00071	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1483	0.00035	0	0.00000	0	0.00000	4598	0.00075	0	0.00000	1779	0.00056	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nonomuraea	83681	G	0	0.00000	0	0.00000	2558	0.00069	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1493	0.00035	0	0.00000	0	0.00000	4151	0.00068	0	0.00000	1642	0.00051	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Actinomyces	1654	G	0	0.00000	0	0.00000	2450	0.00066	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1396	0.00033	0	0.00000	0	0.00000	3769	0.00061	0	0.00000	1493	0.00047	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Kocuria	57493	G	0	0.00000	0	0.00000	2435	0.00066	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1423	0.00034	0	0.00000	0	0.00000	4071	0.00066	0	0.00000	1542	0.00048	0	0.00000	0	0.00000	0	0.00000	0	0.00000	157257	0.03101	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Xylanimonas	186188	G	0	0.00000	0	0.00000	2394	0.00064	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1408	0.00033	0	0.00000	0	0.00000	4188	0.00068	0	0.00000	1523	0.00048	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Georgenia	154116	G	0	0.00000	0	0.00000	2366	0.00064	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1587	0.00038	0	0.00000	0	0.00000	4373	0.00071	0	0.00000	1636	0.00051	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhizobium	379	G	0	0.00000	0	0.00000	2230	0.00060	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3229	0.00053	0	0.00000	3839	0.00120	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lentzea	165301	G	0	0.00000	0	0.00000	2180	0.00059	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3389	0.00055	0	0.00000	1216	0.00038	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cupriavidus	106589	G	0	0.00000	0	0.00000	2112	0.00057	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3162	0.00052	0	0.00000	1523	0.00048	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Xanthomonas	338	G	0	0.00000	0	0.00000	2100	0.00057	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2632	0.00043	0	0.00000	1281	0.00040	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Micrococcus	1269	G	0	0.00000	0	0.00000	2027	0.00055	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	4004	0.00065	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Dactylosporangium	35753	G	0	0.00000	0	0.00000	1982	0.00053	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1111	0.00026	0	0.00000	0	0.00000	3172	0.00052	0	0.00000	1240	0.00039	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
