name	taxonomy_id	taxonomy_lvl	SRR15276518_genus_filtered.bracken_num	SRR15276518_genus_filtered.bracken_frac	SRR15276519_genus_filtered.bracken_num	SRR15276519_genus_filtered.bracken_frac	SRR15276520_genus_filtered.bracken_num	SRR15276520_genus_filtered.bracken_frac	SRR15276521_genus_filtered.bracken_num	SRR15276521_genus_filtered.bracken_frac	SRR15276522_genus_filtered.bracken_num	SRR15276522_genus_filtered.bracken_frac	SRR15276523_genus_filtered.bracken_num	SRR15276523_genus_filtered.bracken_frac	SRR15276524_genus_filtered.bracken_num	SRR15276524_genus_filtered.bracken_frac	SRR15276525_genus_filtered.bracken_num	SRR15276525_genus_filtered.bracken_frac	SRR15276526_genus_filtered.bracken_num	SRR15276526_genus_filtered.bracken_frac	SRR15276527_genus_filtered.bracken_num	SRR15276527_genus_filtered.bracken_frac	SRR15276528_genus_filtered.bracken_num	SRR15276528_genus_filtered.bracken_frac	SRR15276529_genus_filtered.bracken_num	SRR15276529_genus_filtered.bracken_frac	SRR15276530_genus_filtered.bracken_num	SRR15276530_genus_filtered.bracken_frac	SRR15276531_genus_filtered.bracken_num	SRR15276531_genus_filtered.bracken_frac	SRR15276532_genus_filtered.bracken_num	SRR15276532_genus_filtered.bracken_frac	SRR15276533_genus_filtered.bracken_num	SRR15276533_genus_filtered.bracken_frac	SRR15276534_genus_filtered.bracken_num	SRR15276534_genus_filtered.bracken_frac	SRR15276535_genus_filtered.bracken_num	SRR15276535_genus_filtered.bracken_frac	SRR15276536_genus_filtered.bracken_num	SRR15276536_genus_filtered.bracken_frac	SRR15276537_genus_filtered.bracken_num	SRR15276537_genus_filtered.bracken_frac	SRR15276538_genus_filtered.bracken_num	SRR15276538_genus_filtered.bracken_frac	SRR15276539_genus_filtered.bracken_num	SRR15276539_genus_filtered.bracken_frac	SRR15276540_genus_filtered.bracken_num	SRR15276540_genus_filtered.bracken_frac	SRR15276541_genus_filtered.bracken_num	SRR15276541_genus_filtered.bracken_frac	SRR15276542_genus_filtered.bracken_num	SRR15276542_genus_filtered.bracken_frac	SRR15276543_genus_filtered.bracken_num	SRR15276543_genus_filtered.bracken_frac	SRR15276544_genus_filtered.bracken_num	SRR15276544_genus_filtered.bracken_frac	SRR15276545_genus_filtered.bracken_num	SRR15276545_genus_filtered.bracken_frac	SRR15276546_genus_filtered.bracken_num	SRR15276546_genus_filtered.bracken_frac	SRR15276547_genus_filtered.bracken_num	SRR15276547_genus_filtered.bracken_frac
Cryobacterium	69578	G	0	0.00000	0	0.00000	1960	0.00053	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1193	0.00028	0	0.00000	0	0.00000	3360	0.00055	0	0.00000	1242	0.00039	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Kitasatospora	2063	G	0	0.00000	0	0.00000	1957	0.00053	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3018	0.00049	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pimelobacter	2044	G	0	0.00000	0	0.00000	1957	0.00053	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2975	0.00048	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Leifsonia	110932	G	0	0.00000	0	0.00000	1951	0.00053	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1118	0.00027	0	0.00000	0	0.00000	3109	0.00051	0	0.00000	1135	0.00036	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Actinoalloteichus	65496	G	0	0.00000	0	0.00000	1808	0.00049	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2828	0.00046	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Jiangella	281472	G	0	0.00000	0	0.00000	1766	0.00048	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2925	0.00048	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sanguibacter	60919	G	0	0.00000	0	0.00000	1747	0.00047	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2951	0.00048	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Tessaracoccus	72763	G	0	0.00000	0	0.00000	1700	0.00046	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2510	0.00041	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Isoptericola	254250	G	0	0.00000	0	0.00000	1634	0.00044	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2803	0.00046	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Modestobacter	88138	G	0	0.00000	0	0.00000	1629	0.00044	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2560	0.00042	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Paracoccus	265	G	0	0.00000	0	0.00000	1587	0.00043	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2230	0.00036	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Variovorax	34072	G	0	0.00000	0	0.00000	1585	0.00043	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2370	0.00039	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudarthrobacter	1742993	G	0	0.00000	0	0.00000	1570	0.00042	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2589	0.00042	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Frankia	1854	G	0	0.00000	0	0.00000	1522	0.00041	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2546	0.00042	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Stenotrophomonas	40323	G	0	0.00000	0	0.00000	1512	0.00041	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1343	0.00032	0	0.00000	0	0.00000	2098	0.00034	0	0.00000	1197	0.00037	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ornithinimicrobium	125287	G	0	0.00000	0	0.00000	1475	0.00040	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2313	0.00038	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Microcella	337004	G	0	0.00000	0	0.00000	1474	0.00040	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2438	0.00040	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Jatrophihabitans	1434010	G	0	0.00000	0	0.00000	1373	0.00037	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1837	0.00030	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Hoyosella	697025	G	0	0.00000	0	0.00000	1368	0.00037	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2203	0.00036	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Paraoerskovia	665568	G	0	0.00000	0	0.00000	1366	0.00037	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2514	0.00041	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Serinicoccus	265976	G	0	0.00000	0	0.00000	1351	0.00036	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2165	0.00035	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Salinibacterium	235888	G	0	0.00000	0	0.00000	1345	0.00036	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2141	0.00035	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Azospirillum	191	G	0	0.00000	0	0.00000	1335	0.00036	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2038	0.00033	0	0.00000	1158	0.00036	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bifidobacterium	1678	G	0	0.00000	0	0.00000	1334	0.00036	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2262	0.00037	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lysobacter	68	G	0	0.00000	0	0.00000	1298	0.00035	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2019	0.00033	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Microlunatus	29404	G	0	0.00000	0	0.00000	1293	0.00035	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2057	0.00034	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16175	0.00319	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Umezawaea	583360	G	0	0.00000	0	0.00000	1280	0.00034	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2400	0.00039	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Dermacoccus	57495	G	0	0.00000	0	0.00000	1256	0.00034	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1899	0.00031	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptosporangium	2000	G	0	0.00000	0	0.00000	1247	0.00034	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1857	0.00030	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sorangium	39643	G	0	0.00000	0	0.00000	1242	0.00033	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2134	0.00035	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Serratia	613	G	0	0.00000	0	0.00000	1189	0.00032	1198	0.00015	0	0.00000	1555	0.00029	1845	0.00037	0	0.00000	0	0.00000	0	0.00000	1379	0.00106	2338	0.00055	0	0.00000	0	0.00000	2530	0.00041	0	0.00000	1393	0.00044	4860	0.00075	1590	0.00038	1417	0.00055	15628	0.00284	1350	0.00027	1738	0.00211	5424	0.00204	0	0.00000	3397	0.00046	1209	0.00052	5578	0.00109	2110	0.00229	2371	0.00059
Protaetiibacter	2680004	G	0	0.00000	0	0.00000	1155	0.00031	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1981	0.00032	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Beutenbergia	84756	G	0	0.00000	0	0.00000	1121	0.00030	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2221	0.00036	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ruania	626119	G	0	0.00000	0	0.00000	1098	0.00030	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1755	0.00029	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Frigoribacterium	96492	G	0	0.00000	0	0.00000	1072	0.00029	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1772	0.00029	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Conexibacter	191494	G	0	0.00000	0	0.00000	1052	0.00028	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1891	0.00031	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Anaeromyxobacter	161492	G	0	0.00000	0	0.00000	1051	0.00028	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1543	0.00025	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Escherichia	561	G	0	0.00000	0	0.00000	0	0.00000	14957	0.00184	0	0.00000	4276	0.00080	6703	0.00134	0	0.00000	0	0.00000	0	0.00000	10677	0.00820	6683	0.00158	0	0.00000	0	0.00000	7281	0.00119	0	0.00000	5642	0.00177	13310	0.00205	4826	0.00116	3854	0.00151	37363	0.00680	13816	0.00272	7260	0.00882	14332	0.00539	0	0.00000	9853	0.00135	3840	0.00164	14464	0.00284	7026	0.00764	7495	0.00185
Enterobacter	547	G	0	0.00000	0	0.00000	0	0.00000	3397	0.00042	0	0.00000	2758	0.00052	3417	0.00068	0	0.00000	0	0.00000	0	0.00000	4306	0.00331	4907	0.00116	0	0.00000	0	0.00000	6587	0.00107	0	0.00000	3652	0.00114	8239	0.00127	3136	0.00076	2768	0.00108	23329	0.00424	4755	0.00094	3197	0.00388	9056	0.00341	0	0.00000	5303	0.00072	2212	0.00094	8527	0.00167	3360	0.00365	4197	0.00104
Dickeya	204037	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1180	0.00022	1332	0.00027	0	0.00000	0	0.00000	0	0.00000	1098	0.00084	1781	0.00042	0	0.00000	0	0.00000	1833	0.00030	0	0.00000	0	0.00000	3734	0.00058	1198	0.00029	0	0.00000	12336	0.00224	0	0.00000	1342	0.00163	4270	0.00161	0	0.00000	2450	0.00033	0	0.00000	4060	0.00080	1693	0.00184	1819	0.00045
Salmonella	590	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2234	0.00053	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	4640	0.00071	0	0.00000	0	0.00000	13274	0.00241	0	0.00000	0	0.00000	4644	0.00175	0	0.00000	3263	0.00045	0	0.00000	5264	0.00103	2169	0.00236	2297	0.00057
Citrobacter	544	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1547	0.00037	0	0.00000	0	0.00000	1462	0.00024	0	0.00000	0	0.00000	3251	0.00050	0	0.00000	0	0.00000	8978	0.00163	0	0.00000	0	0.00000	3241	0.00122	0	0.00000	2213	0.00030	0	0.00000	3468	0.00068	1537	0.00167	1479	0.00037
Brenneria	71655	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1251	0.00030	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2524	0.00039	0	0.00000	0	0.00000	8537	0.00155	0	0.00000	0	0.00000	3035	0.00114	0	0.00000	1716	0.00023	0	0.00000	2944	0.00058	1137	0.00124	1240	0.00031
Arsenophonus	637	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1066	0.00025	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2163	0.00033	0	0.00000	0	0.00000	6998	0.00127	0	0.00000	0	0.00000	2419	0.00091	0	0.00000	1426	0.00019	0	0.00000	2312	0.00045	0	0.00000	1094	0.00027
Miniimonas	947525	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2629	0.00043	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Epidermidibacterium	2078948	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2565	0.00042	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Glutamicibacter	1742989	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2267	0.00037	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Citricoccus	169133	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2168	0.00035	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Barrientosiimonas	1535207	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2064	0.00034	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bordetella	517	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1887	0.00031	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
